"","filename","sentence","file_id2","id","article_id","date","url","lynching","attempted_y_n","similar_coverage_y_n","notes","reviewed_by_te","notes_from_te","rsw_questions","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","unsure4","unsure1","unsure2","random","source","filepath"
"1","14213_0.txt","It is very much to be hoped that there is","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"2","14213_0.txt","utter falsehood or gross exaggeration at least,","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"3","14213_0.txt","in the following report which we copy from","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"4","14213_0.txt","the Ohio Atlas, published at Elyria in that","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"5","14213_0.txt","State. If the details here given are indeed","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"6","14213_0.txt","true, it manifests a state of society, most deplorable","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"7","14213_0.txt",", to be sure. The truth is, this stu","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"8","14213_0.txt",""" pendous system of violence and misrule,","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"9","14213_0.txt","- denominated Lynch law, must be put down","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"10","14213_0.txt","in this country, or our regular institutions will","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"11","14213_0.txt","not only become a mockery and a bye- word","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"12","14213_0.txt","of reproach throughout the world; but they","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"13","14213_0.txt",". will very soon be undermined and destroy","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
"14","14213_0.txt","ed, our boasted"" free reduced","14213_0",14213,"0",1836-11-09,"https://articleextractor.org/pages/14213/mimtptc_alpena_ver01/sn83016620/1836/11/09/ed-1/seq-1/1","Yes","","","","x","Mr. Weed, an abolitionist left town, was followed by the mob. ...""""himself suspened a tree by a rope of bark until he was dead"""" happened near Chillicothe 1836","","sn83016620","Constantine republican (Constantine, Mi...)",1836,11,9,"seq-1","ed-1",1,"Michigan",304,1139,234812,115,"students","~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/14213_0.txt"
